,0,1
7656,13947.png,"b_{\underline{n}\sigma}^\dagger=    \frac{\pi/L_\perp}{\sqrt{8\pi^3 n}}b_{\underline{p}\sigma}^\dagger\,,\;\;a_{\underline{m}}^\dagger=    \frac{\pi/L_\perp}{\sqrt{8\pi^3 m}}a_{\underline{q}}^\dagger\,,\;\;
"
7657,13948.png,"\frac{1}{AB}\frac{d}{dr}(A\sqrt{1+B^2\dot r^2})=-\frac{\kappa_5^2}{6}(2\rho+3p),
"
7658,13949.png,"\partial _{y}\phi =m\sum_{i=0}^{r}\sqrt{2n_{i}/e_{i}^{2}}e_{i}\exp(e_{i}\cdot \phi ).  
"
7659,1395.png,"a={2\over\sqrt{D-1}}{{D-3}\over{D-2}}.
"
7660,13950.png,"\left[ A_{i},A_{j}\right] =i\varepsilon _{ijk}A_{k}, ~~\left[ B_{i},B_{j}\right] =i\varepsilon _{ijk}B_{k}, ~~ \left[ A_{i},B_{j}\right] =0.
"
7661,13951.png,"{j^{(1)}}^\mu_5 \; := \; \overline{q} \; \gamma^\mu \gamma_5 \; q \; ,
"
7662,13952.png,"\tau_n (x) = \sigma_n(y(x)) \ , \ n=2,3,\ldots , N \ ,
"
7663,13953.png,"\hat{G}(x)=\frac{1}{2\Gamma(\alpha)}\left[ e^{i\frac{\pi}{2}\alpha}x_+^{\alpha-1}+e^{-i\frac{\pi}{2}\alpha}x_-^{\alpha-1}\right]
"
7664,13954.png,"g = \displaystyle  \prod_{j=1}^{n} g_j^{(1)} = \displaystyle \prod_{j=1}^{n}\Biggl({{a_0^{(j)} +e^{-{k_j}(r+it)}}\over{\bar a_0^{(j)}+ e^{{k_j}(r+it)}}}\Biggr)
"
7665,13955.png,"L(z^iz^j-Q_{ij}z^jz^i)=(z^iz^j-Q_{ij}z^jz^i)L\ .  
"
7666,13956.png,"\frac{dT}{dx} = - 2\pi n\int\limits_0^\infty {bdb} \Pi \left( b \right)\frac{\int\limits_0^\infty {P\left( {b,\nu } \right)h\nu d\nu } }{\int\limits_0^\infty {P\left( {b,\nu } \right)d\nu } }
"
7667,13957.png,"\int^{2\pi}_{0} d\sigma X^{i}(\sigma)\hat{P}_{i}(\sigma)  =x^{i}_{0}\hat{p}^{i}_{0}   +\frac{g_{ij}}{2\sqrt{\alpha'}}    \sum_{n=1}^{\infty}\left\{ \left(      \chi_{n}^{i}\alpha^{j}_{-n}         +\bar{\chi}^{i}_{n}\tilde{\alpha}^{j}_{-n} \right)      +\left(\bar{\chi}_{n}^{i}\alpha^{j}_{n}           +\chi_{n}^{i} \tilde{\alpha}^{j}_{n}\right) \right\}~.
"
7668,13958.png,"\omega_{2n-1}(\tilde{A})=\sum_{k=0}^{2n-1} \omega_{2n-1-k}^{k}(A,c),
"
7669,13959.png,"\overline{\psi}^{(1)}(x) P_+ \psi^{(1)}(x) \; \longleftrightarrow \;\frac{1}{2\pi} c^{(1)}:e^{-ia \varphi^{(1)}(x)}:_{M^{(1)}}:e^{-ib \varphi^{(2)}(x)}:_{M^{(2)}} \; e^{i\frac{\theta}{2}} \; ,
"
7670,1396.png,"S_{--}(q_0t_0,p_1t_1) = -p_{1i} \tilde {q}_1^{i} +\int_{\gamma_1}(\tilde {p}_i d\tilde {q}^i- H(\tilde {q}(\tau),\tilde{p}(\tau)))\  d\tau  
"
7671,13960.png,"\langle T_{i}^{k}\rangle _{{\mathrm{(sub)}}}^{(R)}=  \frac{1}{2\pi \xi ^2}\left( \zeta -\frac{1}{12}\right)  {\mathrm{diag}}(1,-1), 
"
7672,13961.png,"J^a = l^a + S^a = l^a + {1 \over 2} \sigma ^a
"
7673,13962.png,"Z_d\;=\; \int \prod_{i=1}^d d U_i\exp \left\{ N\beta \sum_{i>j=1}^d{\rm Tr} \, \left[ U_i U^\dagger_j + U_j U_i^\dagger\right]\right\}\;.
"
7674,13963.png,"\zeta^{LLT+TR}_{2}(0)=\left(\frac{\alpha}{A}\right)(Pr^2)-\left(\frac{a_{1}-2}{A}\right)(Qr^2)+\left[\frac{2}{3A}(3\alpha-2A)+\frac{a_{1}-2}{A}\right]\ .
"
7675,13964.png,"dp\wedge dq,\quad\epsilon_{{\underline a}}s\left(\frac{p^2}{2} +\frac{\epsilon_{{\underline a}}\alpha^2}{2q^2}-{\cal E}_{\underline a}\right)\approx 0,
"
7676,13965.png,"c_\alpha^A \ \Psi\;=\;0, \quad {\rm for \ all} \quad \Psi \in {\mathcal  H}_0\ .
"
7677,13966.png,"Vol(X)\;\geq\;c_{d}\cdot p
"
7678,13967.png,"\int d\sigma \partial_\sigma X^-(\sigma) = 2\pi R \nu,
"
7679,13968.png,"p(r)=\frac{1}{r^3}\int_{\infty}^{r}{\varepsilon (t)t^2dt}=\frac{2}{r^2}\int_{\infty}^{r}{p_\perp (t)tdt},
"
7680,13969.png,"\lim_{m\rightarrow \infty} I_{rel} = -i \frac{g}{2} \delta^2(\tilde{p})\,.
"
7681,13970.png,"\Sigma^{(2)}_{n,k_\alpha}:\quad F_{n,k_\alpha}(s,v)=f_{n,k_\alpha}+ig_{n,k_\alpha}=0.
"
7682,13971.png,"  A_k = a_k + 2n_k - n_{k-1} - n_{k+1} \geq 0\;, \quad k=1,\ldots, N-1\;.
"
7683,13972.png,"W(R,T) \simeq \exp\left[- \sigma T R\right] 
"
7684,13973.png,"\frac{ -i\langle T a^{\dagger t}_{ {\bf{k}} }(-{\bf{q}})a^{\dagger}_{ {\bf{k}}^{'} }({\bf{q}}^{'}) \rangle }{\langle T 1 \rangle} = \sum_{n}\mbox{ }exp(\omega_{n}t)\mbox{ }\frac{ -i\langle T a^{\dagger n}_{ {\bf{k}} }(-{\bf{q}})a^{\dagger}_{ {\bf{k}}^{'} }({\bf{q}}^{'}) \rangle }{\langle T 1 \rangle}
"
7685,13974.png,"\psi_{g_0}(x,t)=\exp(-i\frac{m}{2}g_0^2t)\exp(-img_0x)\psi^\sigma_{\frac{(2mV_0)^{1/2}}{\omega}}(\omega (x-g_0t))
"
7686,13975.png,"E^2(R<<k)=\frac{2}{k}[j(j+1)-m^2+(m+\frac{kN}{2})^2 R^2]
"
7687,13976.png,"\begin{array}{lll}\Gamma^{\mu}=\left(\begin{array}{cc}                 \gamma^{\mu} &0\\                     0&-\gamma^{\mu}                  \end{array}\right)\,,~~~~&~~~\Gamma^{3}=\left(\begin{array}{cc}                     0&i\\                     i&0                  \end{array}\right)\,,~~~~&~~~\Sigma^{4}=\left(\begin{array}{cc}                     0&i\\                    -i&0                  \end{array}\right)\,.\end{array}
"
7688,13977.png,"m^{3}-\frac{1}{2}\alpha\, m^{2}+\frac{1}{32}\alpha \beta^{2}=0. 
"
7689,13978.png,"e^i_\alpha(\xi_1,\xi_2)\Psi^{\alpha j}  +(-1)^{\epsilon(i)\epsilon(j)}  e^j_\alpha(\xi_1,\xi_2)\Psi^{\alpha i}=0\,.  
"
7690,13979.png,"Z (j,k,z) = \int\, (d\, \phi_A) \exp\, i \, L\; ,%eqn:8
"
7691,1398.png,"\tilde{\rho} = \alpha^*_a \rho^a_{\;\;b} \alpha^a
"
7692,13980.png,"R(u_1,u_2,u_3)^{j_1j_2j_3}_{i_1i_2i_3}\stackrel{\tau}{=}R(u_3,u_2,u_1)^{j_3j_2j_1}_{i_3i_2i_1},
"
7693,13981.png,"ln\biggl({\zeta+\epsilon\over{\sqrt{\zeta^2+i\epsilon\eta^2}}}\biggr).
"
7694,13982.png,"\Delta _{L}\left( \theta ^{a}\right) =M_{\,\,\,b}^{a}\otimes \theta ^{b} .
"
7695,13983.png,"\int_{C}d\theta (\Pi S(\theta _{i}-\theta )-1)a_{n-1}(\theta _{1},..\theta_{n-1})e^{imu\exp \theta }
"
7696,13984.png,"Z'_a(\beta) |B \rangle = {R'}^{b}_{a}(\beta)Z'_b(-\beta) |B \rangle
"
7697,13985.png,"S=\int d^4x \, \sqrt{g(x) } \left\{ \left[  \frac{\Lambda}{8 \pi G} + \frac{1}{2} \mu^2(x) \right]  - \frac{1}{8 \pi G} R(x) \right\} + S_1 + S_2 ,
"
7698,13986.png,"\big[\big(C_1^{[r]}\big)_{2V,2V}\big]_{\Lambda=0}=\frac{1}{P^2}\Big\{\sum_{n=1}^rB_n^{[r]}(\Lambda=0)\frac{t(P)}{u_{r,2n+1}}B_n^{[r]}(\Lambda=0)\Big\}.
"
7699,13987.png,"\begin{array}{ccccccc}{\cal L}_\mathbf{I} K^x & = &\epsilon^{xyz}K^yW^z_\mathbf{I} & ; &{\cal L}_\mathbf{I}\omega^x&=& \nabla W^x_\mathbf{I}\end{array}
"
7700,13988.png,"\hat{B}_L (f_B^{(\tau)}) \cdot 1 \hat{\tau}_3 \cdot \hat{B}_R (f_B^{(\tau)}) = 1 \, \hat{\tau}_3 ,
"
7701,13989.png,"[a^{(p)}_{i_p},(a^{(p^\prime)}_{i_{p^\prime}})^\dagger]=\delta_{i_{p^\prime}i_p}\delta ^{p^\prime p},
"
7702,1399.png,"\delta\lambda=- \frac{e^{\phi}}{2}\Gamma^{M}\partial_{M}\tau \, \varepsilon^* +\frac{e^{\frac{1}{2}\phi}}{24}\Gamma^{MNP}G_{MNP}\, \varepsilon
"
7703,13990.png,"\begin{array}{l}v_{k+1}=W\left[ \left( 2F(u_k,v_k)-F(u_k,v_{k-1})\right) \,,u_k\right] , \\u_{k+1}=\bar W\left[ \left( 2\bar F(u_k,v_k)-\bar F(u_{k-1},v_k)\right)\,,v_k\right] .\end{array}
"
7704,13991.png,"{\rm Tr}\,\left( \partial _{\alpha }M^{-1}\partial_{\beta}M\right) = - 4{\rm Tr}\,\left( P_{\alpha }P_{\beta }\right)  
"
7705,13992.png,"F\ddot{F}-F^2-2\dot{F}^2=d{\cal G} ~~\mbox{and}~~F^4-\dot{F}^2-F^2= 2{\cal G},
"
7706,13993.png,"\begin{array}{ccc}{\mbox {\large $\widehat{E}_{8}$}}&\left(\begin{array}{ccccccccc}2 & 1 & 0 & 0 & 0 & 0 & 0 & 0 & 0 \\1 & 2 & 1 & 0 & 0 & 0 & 0 & 0 & 0 \\0 & 1 & 2 & 1 & 0 & 0 & 0 & 0 & 0 \\0 & 0 & 1 & 2 & 1 & 0 & 0 & 0 & 0 \\0 & 0 & 0 & 1 & 2 & 1 & 0 & 0 & 0 \\0 & 0 & 0 & 0 & 1 & 2 & 1 & 0 & 1 \\0 & 0 & 0 & 0 & 0 & 1 & 2 & 1 & 0 \\0 & 0 & 0 & 0 & 0 & 0 & 1 & 2 & 0 \\0 & 0 & 0 & 0 & 0 & 1 & 0 & 0 & 2 \\ \end{array}\right)&\begin{array}{l}{\bf 4} = {\bf 1^2} \bigoplus {\bf 2} \\{\bf 6} = {\bf 1^2} \bigoplus {\bf 2^2} \\\end{array}\end{array}
"
7707,13994.png,"v_{x^3}=\left| \frac{k^0}{k^3}\right| \approx 1+ \theta B,
"
7708,13995.png,"\frac{dS}{dt} = \frac{8 \pi^{2}}{\tau g^{2}}~~,
"
7709,13996.png,"\varphi_{a} \rightarrow \varphi^{\prime}_{a} (\varphi_{b})
"
7710,13997.png,"F_{\mu\nu}=\partial_{\mu}A_{\nu}-\partial_{\nu}A_{\mu}+[A_{\mu},A_{\nu}]
"
7711,13998.png,"{\cal G}\frac{}{}\mid_{p_2=-p_1} =\int {\cal D} k \frac{i}{[-(p+k)^2 -i\eta]^2}\frac{1}{(-k^2-i\eta)^{-\frac{1}{2} +\frac{\epsilon}{2}}}\;,
"
7712,13999.png,"f_3(l,l,b) =  -\frac{1}{(4\pi)^h\Gamma(h)}\frac{1}{\gamma}[1 - \frac{\gamma}{h-1} + ...]\;.
"
7713,14.png,"{\cal F}_{{\rm F}=0} = (1-{\rm N}^2) \frac{e_{+}^2}{2{\pi}^2{\hbar}^2} \sum_{n>0} \frac{1}{n}\sin(\frac{2\pi}{\rm L} n(x-y)) = (1-{\rm N}^2) \frac{e_{+}^2}{2\pi{\hbar}^2} ( \frac{1}{2} \epsilon(x-y)- \frac{1}{\rm L} (x-y) ).
"
7714,140.png,"\Lambda^q\mbox{Tor}_1^X({\cal O}_S, {\cal O}_T)\to\mbox{Tor}_q^X({\cal O}_S, {\cal O}_T).
"
7715,1400.png,"\lambda^{\mu} Y_{,\mu} - a \, X - \dot{z}^{\mu} X_{,\mu}+ \epsilon \, \lambda^{\mu} X_{,\mu} = 0 
"
7716,14000.png,"-\frac{i}{ \pi} \int_0^\infty dt \int_0^{\pi/2} d \theta \frac{ t^2 \left[ g(-i t) - g(i t) \right] \cos \theta}{(t^2 + z^2 \cos^2 \theta)^{3/2}} =-\frac{i}{\pi} \int_0^\infty dt  \frac{t [ g(-it) - g(it)] }{(t^2 + z^2)},
"
7717,14001.png,"G^R (k) =  { N^2  \epsilon^{2(\Delta - 4 )}\over  8\pi^2(\Delta - 3)!^2  2^{2\Delta - 5} }  (q^2)^{\Delta - 2}\left[ \ln{q^2} - i \pi\,  \mbox{sgn}\, \omega\right]\,, \;\;\;\; \Delta = 2, 3, 4, ...
"
7718,14002.png,"{\ddot \phi } + F(t,x)\phi \equiv H\phi=0 \, .
"
7719,14003.png,"\zeta(-1)=\frac{1}{2\pi i}\int\limits_{C}^{}\frac{(-z)dz}{z^3\left(1-e^{-z}\right)}.
"
7720,14004.png,"\delta g_{rr} =0\ ,\quad \delta g_{\mu r}=0\ ,\quad \delta g_{\mu\nu} = -2A'\tilde r e^{2A}\eta_{\mu\nu}\ ,
"
7721,14005.png,"P^{\rm b.t}_{{\bf k}_{\perp}} = \sum_{n = 1}^{\infty} (-1)^{n+1}e^{- 2n S_{{\bf k}_{\perp}}} = \frac{1}{ e^{2S_{{\bf k}_{\perp}}}+ 1},
"
7722,14006.png,"\overline T{^{\mu\nu}}K_{\mu\nu}^{\ \ \,\rho}=\perp^{\!\rho}_{\,\mu}\overline f{^\mu}\, ,
"
7723,14007.png,"\left. +\, {\rm Tr} [\Gamma_\nu D_\nu (\Gamma_\mu D_\mu - \Gamma_D \partial_D)^{-1} \, \Gamma_D ]^{(-)} \;-\; (+) \to (-) \right\}\;,
"
7724,14008.png,"[x^\mu ,x^\nu ]_\star \equiv x^\mu \star x^\nu -x^\nu \star x^\mu = \mathrm{i} \theta^{\mu\nu} .
"
7725,14009.png,"K = J - J^{N} = - \frac{k}{2}\int d^{2}\vec{x} \partial^{i}[x_{i}A_{j}A^{j}- A_{i}x_{j}A^{j}]
"
7726,1401.png,"[R^{(k-1)}_0,t_+]=[y^{(0)},R^{(k)}]+ \ldots + [y^{(k-p)},R^{(p)}]
"
7727,14010.png,"\hat{\Gamma}_r=\left(\begin{array}{ccc}0 & 0 & 0 \\0 & \frac 1r & 0 \\0 & 0 & \frac 1r\end{array}\right) ;\quad \hat{\Gamma}_\theta =\left(\begin{array}{ccc}0 & -r & 0 \\\frac 1r & 0 & 0 \\0 & 0 & \cot \theta\end{array}\right) ;\quad \hat{\Gamma}_\phi =\left(\begin{array}{ccc}0 & 0 & -r\sin ^2\theta \\0 & 0 & -\frac 12\sin 2\theta \\\frac 1r & \cot \theta & 0\end{array}\right) .
"
7728,14011.png,"Z_{\nu} =  \det (I_{\nu +i -j}(V \Sigma m)) ,
"
7729,14012.png,"DX_{a}(t,\tau) = - \theta_{a}(t) + \tau {\dot{x}}_{a}(t) \ ,
"
7730,14013.png,"\vec{p}_a + \vec{p}_b - {\tilde L}_p (E_a \vec{p}_b + E_b \vec{p}_a)/c- \vec{p}_c -\vec{p}_d + {\tilde L}_p (E_c \vec{p}_d + E_d \vec{p}_c)/c\simeq 0~.
"
7731,14014.png,"F(k,\ell) =  {\rm tr}  \left[\gamma_\mu S(k) \hat{\Gamma}_\mu^{\rm T}(k,\ell) S(\ell)\right].                             
"
7732,14015.png,"S= S_0+\int\,dt\,[y^*_\mu\{y^\mu,\tilde\chi_\alpha\}c^\alpha+\phi^*_\beta\{\phi^\beta,\tilde\chi_\alpha\}c^\alpha+\lambda^*_\alpha\dot c^\alpha]
"
7733,14016.png,"\int_{{\bf R}^2} d^2 x {\cal L}_{Hopf} = \frac{\imath |\beta|^2}{4}\int^{2\pi}_{0} d\theta \; c(\lambda, \beta,\gamma,\dot\gamma,\theta)\; ,
"
7734,14017.png,"k_i \to -k_i, U^+ \to - U^+, U^- \to U^-
"
7735,14018.png,"\tilde{s}^{2}(x,y)=-ie^2\int\limits_0^1\frac{dx^\nu}{ds}\,(d_\nu(y-x(s)) +d_\nu(x(s) - x))
"
7736,14019.png,"x(\eta )\equiv z(\eta )+\frac{\pi \nu }{2}-\frac{\pi }{4}, \quad y(\eta )\equiv z(\eta )-\frac{\pi \nu }{2}-\frac{\pi }{4}.
"
7737,1402.png,"\tau=\frac {\theta}{2 \pi} + i \frac { 4 \pi}{g^2}  ,
"
7738,14020.png,"Q^2_{\rm grav}= R^2 + {1 \over 12} \left( F_{\mu \nu} F^{\mu \nu}  \right)_{T^2}+{5 \over 36 N_V} \left( F_{\mu \nu} F^{\mu \nu}  \right)_{G_{(N_V)}}~.
"
7739,14021.png,"\sqrt{2} M_{j} = \pm \sum_{i} \frac{\nu_{i}\phi(a_{i})}{a_{i}^{2}-m_{j}^{2}}\mbox{det}(a_{i}^{2} - m^{2})^{1/r_{i}} \prod_{j\ne i} (a_{j}^2-a_{i}^2)^{1-2r_{j}/r_{i}} \Lambda_{N=2}^{\frac{4(N_{c}-1)-2N_{f}}{r_{i}}}.
"
7740,14023.png,"\widehat L^{\mu\nu}(q) = \left (\eta^{\mu\nu}q^2- q^{\mu}q^{\nu}\right)\hat h(q^2)
"
7741,14025.png,"(Q(\lambda )\psi)({\vec x})       =\int d{\vec t}\int d{\vec y}       \prod _{i=1}^N R_{\lambda +\beta_i-1}(t_i,x_i|t_{i-1}y_i)\psi({\vec y}) ~.
"
7742,14026.png,"U(N)^{2}\times U(2N)^{n-3}\times U(N)^{2}
"
7743,14027.png,"      v_{\mu}^{(1)}=-\frac{1}{2\pi\kappa}H_{\mu}^{(2)}+G_{\mu}^{(1)} \;\;\;,    \;\;\; v_{\mu}^{(2)}=-\frac{1}{2\pi\kappa}H_{\mu}^{(1)}+G_{\mu}^{(2)} \;\;,
"
7744,14028.png,"T^{\alpha \nu}= \frac{\partial u^{\alpha}}{\partial x^{\mu}} T^{\mu\nu}.
"
7745,14029.png,"S={A\over 4}=\pi|Z_{fix}|^{\alpha}, 
"
7746,1403.png,"i \frac{\partial}{\partial t} \Psi(\phi; t ) =H \left [  \frac{1}{i} \frac{\delta}{\delta \phi}, \phi \right ] \Psi(\phi; t) \; .
"
7747,14030.png,"N_R = \sum_{n=1}^{\infty} n(a_n^i{}^\dagger a_n^i +s_n^a{}^\dagger s_n^a), ~~~~~ N_L = \sum_{n=1}^{\infty} n(\tilde{a}_n^i{}^\dagger \tilde{a}_n^i + \tilde{s}_n^a{}^\dagger \tilde{s}_n^a),
"
7748,14031.png,"{\cal F}(Y)~\approx~ \frac{i}{2\pi} \, Y^2  \log {Y^2}  \, +\ldots \qquad\mbox{for }Y\to\infty
"
7749,14032.png," \Omega =DA + A \wedge A \doteq DX^M \wedge DX^N \Omega _{MN} .
"
7750,14033.png,"(Q_{SCS})_{c}\,=\,\int d^{2}\vec{x}(J_{SCS})_{c}^{0}\,=\,\int d^{2}\vec{x}%\left\{ \frac{i}{2}V^{0}\left( \psi _{c}\bar{A}-\bar{\psi}_{c}A\right)\right\} \,,
"
7751,14034.png,"{\cal U}'' + \frac{2}{r} {\cal U}' - ({\cal U})^2 ={1\over 4} (\Phi ')^2
"
7752,14035.png,"\phi=-\ln\left(\Lambda r\right) .
"
7753,14036.png,"4\frac{\xi_a\bar\xi_b}{\zeta^2}\equiv i\epsilon_{abc}n^c+n_an_b+\eta_{ab}\qquad n_a\equiv\frac{\zeta_a}{\zeta} 
"
7754,14037.png,"L_0 = \frac{1}{k} \sum_{n=-\infty}^{\infty} :T^a_{-n} T^b_{n} :\delta_{ab},
"
7755,14038.png,"H\equiv v=\frac{m_{2}}{\tau}\sqrt{(p_{1})^{2}+(p_{2})^{2}}.
"
7756,14039.png,"{\cal C}'=U^T {\cal C}U\,.
"
7757,1404.png,"V_{\rm eff}(\sigma)=-N\sigma[{1 \over g_0^2}+      {1 \over 8\pi}{\rm e}^{\gamma\rho}(\ln{\sigma \over \Lambda^2}-1)],               
"
7758,14040.png,"f_{\bf k}({\bf x},t) = n^{(m-2)/2}\,\left[ 2\omega (2\pi)^m \right]^{-1/2}e^{i(n{\bf k}\cdot{\bf x}- \omega t)}
"
7759,14041.png,"q = n_1 \, (1,0,0,0) + n_2 \, (1,0,0,0)^1 \, ,
"
7760,14042.png,"\frac{i}{\pi} ( \beta_1 - \beta_2) g_{RL} ( \beta_1) g_{RL} (\beta_2) =f_{RL} ( \beta_1) g_{RL} ( \beta_2) - g_{RL} ( \beta_1) f_{RL} (\beta_2),
"
7761,14043.png,"D_{z^a}\phi = \partial_{z^a}\phi+(A_{+z^a}-A_{-z^a})\phi= \partial_{z^a}\phi+\mathcal{A}_{z^a}\phi,
"
7762,14044.png,"\begin{array}{rclrcl}\delta \hat{g}_{\mu\nu} & = &2\hat{g}_{\underline{x}(\mu} \partial_{\nu)}\xi\, ,\hspace{1.2cm}&\delta \hat{B}_{\mu\nu} & = &-2\hat{B}_{\underline{x}[\mu}\partial_{\nu]} \xi\, ,\\& & & & &\\\delta \hat{g}_{\mu \underline {x}} & = &\hat{g}_{\underline{xx}}\partial_{\mu}\xi\, , &\delta \hat{V}^{I}_{\mu} & = & \hat{V}^{I}_{\underline{x}}\partial_{\mu}\xi\, ,\end{array}
"
7763,14045.png,"lA_1+nB_1= l U^n_l Str\left(\ldots \phi^{i_{2k-1}'}\ldots \underbrace{\partial_{a_l}\phi^{j_l}\phi^{i_{2k}'}}\ldots \right)+n U^n_l Str\left(\ldots \phi^{i_{2k-1}'}\ldots \underbrace{\phi^{i_n}\phi^{i_{2k}'}}\ldots \partial_{a_l}\phi^{j_l}\ldots \right)
"
7764,14046.png,"   \delta\bar\theta^A(\sigma) = -\bar\epsilon^A     + \bar\kappa^B(\sigma)({\bf1}\,\delta^{BA} +        \Gamma^{BA}(\sigma))     + f^A{}_{BC}\Lambda^B(\sigma)\bar\theta^C(\sigma) \,.
"
7765,14047.png,"w_{\{\alpha\}}^{(n)}(t_1) ~=~ \sum_\beta ~ U_{\alpha\beta}(t_1,t_0)w_{\{\beta\}}^{(n)}(t_0) \quad . 
"
7766,14048.png,"{\mathcal H} \;\equiv\; -\partial_t^2\,+\,2H,
"
7767,14049.png,"ds_{(4)}^{2}=-B(r)dt^{2}+A(r)dr^{2}+r^{2}(d\theta^{2}+\sin ^{2} \theta d \phi^{2}). 
"
7768,1405.png,"\delta\psi_{\mu } = \hat\nabla_\mu\epsilon= \nabla (\omega) \epsilon +{1 \over4\sqrt 3 }\Bigl(\Gamma^{\rho \sigma} \Gamma_\mu +2  \Gamma^\rho \delta_\mu{}^ \sigma\Bigr)\tilde F_{\rho \sigma }\epsilon.
"
7769,14050.png,"\delta L=\left( 1-n\right) \,\,\partial _\tau \left( \bar{\varepsilon}_A\Gamma \left( p\right) \theta _A\right) .
"
7770,14051.png,"  \ddot x=-2xy^2+{(p_\alpha^2+p_\beta^2)x(x^4+10x^2y^2+5y^4)-2p_\alpha p_\beta    y(y^4+10x^2 y^2+5x^4)\over\left(x^2-y^2\right)^4}
"
7771,14052.png,"\int \sqrt{g}\ \widehat{R}=\int \sqrt{g}\ \left( R-\frac{d}{d-2}\Lambda\right) ,  
"
7772,14053.png,"J_7\ =\ t^2 \partial_t \ + \ t u \partial_u\ - \ n t \ ,\ J_8\ =\ t u\partial_t \ + \ u^2 \partial_u\ - \ n u\ ,
"
7773,14054.png,"L = \sqrt{-g} [k {\bf R}^2 + (1/G) R + \Lambda],
"
7774,14055.png,"\frac{d}{dt} \delta \Delta = - \delta \Delta ^\lambda            \Gamma ^\mu _{\lambda \nu } \dot{q}^\nu             + 2 \dot{q}^\nu S _{\nu \lambda }{}^\mu              \delta _h q^\lambda .
"
7775,14056.png,"X^{\mu}(\tau, \sigma) = \sum_{n=-\infty}^{\infty} X_{n}(\tau) e^{in\sigma}
"
7776,14057.png,"t^2 \parallel \!\! H \!\! \parallel_{\infty} \; < \; 1 \; .
"
7777,14058.png,"\hat B_{nm}(\omega)=-{2\coth ({\omega \over 2})\sinh\Bigl ({n\omega \over 2}\Bigr ) \sinh \Bigl ({m\omega \over 2}\Bigr) \over \sinh ({\nu \omega \over 2})}. 
"
7778,14059.png,"\int_{M^{d-2}} F \wedge \Psi = \Psi_{f} V_{d-4} \int_{M^2} F,
"
7779,1406.png,"\partial_\mu A^\mu = 0\quad {\rm or} \quad \partial_\mu \tilde{A}^\mu = 0.
"
7780,14060.png,"E^a_b \left(\partial \bar A^{b} - \bar \partial A^{b}+f_{cd}^{b}A^{c}\bar A^{d}\right)=0\,\,\,.
"
7781,14061.png,"V'(0) = 0, \; \; \; V''(0) = \rho, \; \; \;  U(0) = 0, \; \; \; U''(0) = 0.
"
7782,14062.png,"ig \sin(\xi p \tilde{q}) \theta_{\mu \nu} 
"
7783,14063.png,"z_1 = y_4z_3-y_1z_4,\qquad z_2=-y_2z_3-y_3z_4
"
7784,14064.png,"S_{matter}=16\pi\int d^4x\sqrt{-g}\;e^{a\psi}L_{matter},
"
7785,14066.png,"\Gamma_{hol} \; \to \; \Gamma_{hol} \,+\, i \,( \pi \tau n_1^2 \, + \, 2 \pi n_1 \alpha ) \;.
"
7786,14067.png,"g(\varphi,t)=e^{\lambda t}\alpha h(\beta \varphi)
"
7787,14068.png,"\psi = e^{ie\int_C dx^j A_j} \varphi, 
"
7788,14069.png,"\check{t_{21}}s_{n}^{\psi}(\rho,\varphi,\phi)=e^{i\psi+\frac{nh}{2\pi}}s_{n}^{\psi}(\rho,\varphi,\phi).                 
"
7789,1407.png,"J^\mu=\frac{1}{g}\epsilon^{\mu\nu\rho}\partial_\nu b_\rho
"
7790,14070.png,"\psi^{(0)}(\vec{a},\vec{x}) \equiv\left\{ a\psi^{(0)}(x_1),a\psi^{(0)}(x_2), a\psi^{(0)}(x_3) \right\},
"
7791,14071.png,"|1\rangle^H_w \equiv {|1\rangle_a|1\rangle_b + |2\rangle_a|2\rangle_b\over \sqrt{2} }.
"
7792,14072.png,"\hat{c}^\#_{g_\lambda/h_\eta/h^\prime_{\eta^\prime}} = \hat{c}_{g_\lambda} - (\hat{c}_{h_\eta}-\hat{c}^\#_{h^\prime_{\eta^\prime}})
"
7793,14073.png,"ds_{brane}=-(1+2 \Phi_0) dt^2+e^{2\alpha_0(t)}(1-2 \Psi_0) \delta_{ij} dx^i dx^j   \ ,
"
7794,14074.png,"\Bigl(X_{AB}^{ab}(x,y)\Bigr)=\left(\begin{array}{cc}0&-\,m^2\,\delta^{ab}\\\delta^{ab}&\frac{1}{2}\,g\,f^{abc}\,(D_i\pi^i)^c\end{array}\right)\,\delta(x-y)\,.
"
7795,14075.png,"P(x) = <0|J^p(x)(J^p(0))^+|0> \; ; \; P'(x) = <0|J^{p'}(x)(J^{p'}(0))^+|0>
"
7796,14076.png,"\delta {\hat \xi}^{{\hat \imath}}=\delta^{{\hat \imath}6}[-\Lambda^{(0)}+\frac{m}{2}(2\pi\alpha^\prime){\rho}^{(0)}-\frac{m}{2}(2\pi\alpha^\prime)\sigma^{(0)}\omega^{(0)}]\, ,
"
7797,14077.png,"R=\left(\prod_{n\geq 0}^{\rightarrow} \exp_{q_{\alpha}}\left( (q-q^{-1})e_{\alpha+n\delta} \otimes e_{-\alpha-n\delta}\right)\right)\cdot
"
7798,14078.png,"\sinh^2{\Lambda\Delta x\over 2} < a_2 = {\sqrt{6}\over 4} \ ,
"
